CID,unique_key,agency,agency_name,complaint_type,status,city,borough,incident_zip,latitude,longitude,Created_Year,Created_Month,Created_Month_Number,Created_Day,Created_Date,Closed_Year,Closed_Month,Closed_Month_Number,Closed_Day,Closed_Date,state
136,17584766,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,South_Richmond_Hill,Queens,11419,40.68690584,-73.81315743,2010,July,7,6,2010-07-06,2010,August,8,11,2010-08-11,NY
137,17584805,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11217,40.68524221,-73.98463631,2010,July,7,6,2010-07-06,2010,July,7,6,2010-07-06,NY
138,17584868,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Jamaica,Queens,11432,40.71428136,-73.79187015,2010,July,7,6,2010-07-06,2010,July,7,6,2010-07-06,NY
139,17584897,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11212,40.66535079,-73.91155804,2010,July,7,6,2010-07-06,2010,July,7,30,2010-07-30,NY
140,17584906,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,East_Elmhurst,Queens,11369,40.76483224,-73.87871244,2010,July,7,6,2010-07-06,2010,July,7,6,2010-07-06,NY
141,17584965,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Bayside,Queens,11361,40.7612497,-73.77577899,2010,July,7,6,2010-07-06,2010,August,8,17,2010-08-17,NY
142,17584991,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Staten_Island,Staten_Island,10314,40.60982667,-74.12887901,2010,July,7,6,2010-07-06,2010,July,7,8,2010-07-08,NY
143,17585007,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Bellerose,Queens,11426,40.72754772,-73.72781635,2010,July,7,6,2010-07-06,2010,July,7,6,2010-07-06,NY
144,17585009,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Queens_Village,Queens,11429,40.71199873,-73.75218821,2010,July,7,6,2010-07-06,2012,September,9,18,2012-09-18,NY
145,17585018,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Ozone_Park,Queens,11417,40.67755617,-73.83212558,2010,July,7,6,2010-07-06,2010,July,7,8,2010-07-08,NY
146,17585044,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Staten_Island,Staten_Island,10314,40.61655037,-74.13458667,2010,July,7,6,2010-07-06,2010,July,7,8,2010-07-08,NY
147,17585178,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,New_York,Manhattan,10032,40.83964036,-73.93819661,2010,July,7,6,2010-07-06,2010,July,7,14,2010-07-14,NY
148,17585195,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11231,40.68035205,-74.00031006,2010,July,7,6,2010-07-06,2010,August,8,19,2010-08-19,NY
149,17585397,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Little_Neck,Queens,11363,40.77990658,-73.75079447,2010,July,7,6,2010-07-06,2010,July,7,8,2010-07-08,NY
150,17585465,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Whitestone,Queens,11357,40.77874674,-73.81734092,2010,July,7,6,2010-07-06,2010,July,7,6,2010-07-06,NY
151,17585470,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Queens_Village,Queens,11429,40.71302619,-73.75261364,2010,July,7,6,2010-07-06,2010,July,7,8,2010-07-08,NY
152,45210385,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Staten_Island,Staten_Island,10304,40.61482723,-74.08515136,2019,December,12,20,2019-12-20,2020,January,1,17,2020-01-17,NY
153,17585610,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11209,40.6351978,-74.03508192,2010,July,7,6,2010-07-06,2010,July,7,22,2010-07-22,NY
154,17585695,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Rosedale,Queens,11422,40.67606647,-73.73007059,2010,July,7,6,2010-07-06,2010,July,7,12,2010-07-12,NY
155,17585719,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11217,40.68605325,-73.97634302,2010,July,7,6,2010-07-06,2010,July,7,12,2010-07-12,NY
156,17585744,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11234,40.62630687,-73.9199387,2010,July,7,6,2010-07-06,2010,July,7,20,2010-07-20,NY
157,17585877,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,South_Ozone_Park,Queens,11420,40.67755861,-73.81070681,2010,July,7,6,2010-07-06,2010,July,7,7,2010-07-07,NY
158,17585915,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11231,40.6810874,-73.99247186,2010,July,7,6,2010-07-06,2010,July,7,13,2010-07-13,NY
159,17585926,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11228,40.6169942,-74.00193426,2010,July,7,6,2010-07-06,2010,July,7,20,2010-07-20,NY
160,42750042,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Maspeth,Queens,11378,40.7237334,-73.90633593,2019,May,5,22,2019-05-22,2019,August,8,15,2019-08-15,NY
161,17586009,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11208,40.67329922,-73.87297389,2010,July,7,6,2010-07-06,2010,July,7,23,2010-07-23,NY
162,17586014,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11223,40.60204829,-73.96282521,2010,July,7,6,2010-07-06,2010,July,7,13,2010-07-13,NY
163,45210937,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Maspeth,Queens,11378,40.71648129,-73.90578698,2019,December,12,20,2019-12-20,2020,January,1,17,2020-01-17,NY
164,45210964,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11218,40.63428822,-73.97097143,2019,December,12,20,2019-12-20,2020,January,1,10,2020-01-10,NY
165,17586060,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Queens_Village,Queens,11427,40.72993672,-73.75518477,2010,July,7,6,2010-07-06,2010,July,7,14,2010-07-14,NY
166,17586166,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Queens_Village,Queens,11429,40.71199599,-73.75218822,2010,July,7,6,2010-07-06,2010,July,7,9,2010-07-09,NY
167,17586317,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Woodside,Queens,11377,40.73908222,-73.89686712,2010,July,7,6,2010-07-06,2010,July,7,12,2010-07-12,NY
168,17586362,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,South_Ozone_Park,Queens,11420,40.6730093,-73.81332974,2010,July,7,6,2010-07-06,2010,August,8,13,2010-08-13,NY
169,42753778,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Kew_Gardens,Queens,11415,40.70822831,-73.83164076,2019,May,5,23,2019-05-23,2019,November,11,15,2019-11-15,NY
170,17586551,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11220,40.64209519,-74.00535093,2010,July,7,6,2010-07-06,2010,July,7,16,2010-07-16,NY
171,17586587,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11230,40.61701945,-73.95790739,2010,July,7,6,2010-07-06,2010,July,7,7,2010-07-07,NY
172,17586595,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Queens_Village,Queens,11427,40.72998893,-73.75520983,2010,July,7,6,2010-07-06,2010,July,7,7,2010-07-07,NY
173,45220894,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11201,40.70063024,-73.99389061,2019,December,12,21,2019-12-21,2020,March,3,30,2020-03-30,NY
174,17586684,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11201,40.69603011,-73.9960079,2010,July,7,6,2010-07-06,2010,July,7,9,2010-07-09,NY
175,42756499,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Forest_Hills,Queens,11375,40.72903002,-73.84469617,2019,May,5,23,2019-05-23,2019,August,8,6,2019-08-06,NY
176,45224713,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11223,40.60261206,-73.977633,2019,December,12,22,2019-12-22,2020,January,1,14,2020-01-14,NY
177,45237083,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Bronx,Bronx,10466,40.89111371,-73.8343857,2019,December,12,24,2019-12-24,2020,January,1,3,2020-01-03,NY
178,45237838,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Oakland_Gardens,Queens,11364,40.75155909,-73.76130962,2019,December,12,24,2019-12-24,2019,December,12,26,2019-12-26,NY
179,45237844,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,New_York,Manhattan,10012,40.72453721,-74.00396134,2019,December,12,24,2019-12-24,2019,December,12,24,2019-12-24,NY
180,45237845,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11209,40.62221302,-74.03230497,2019,December,12,24,2019-12-24,2020,February,2,19,2020-02-19,NY
181,45237859,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Whitestone,Queens,11357,40.78735552,-73.79835493,2019,December,12,24,2019-12-24,2020,February,2,11,2020-02-11,NY
182,45239257,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Oakland_Gardens,Queens,11364,40.74492635,-73.7632894,2019,December,12,24,2019-12-24,2020,March,3,26,2020-03-26,NY
183,45239414,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11230,40.62437634,-73.96030553,2019,December,12,24,2019-12-24,2020,July,7,1,2020-07-01,NY
184,45239770,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,New_York,Manhattan,10021,40.77346442,-73.96211575,2019,December,12,24,2019-12-24,2019,December,12,24,2019-12-24,NY
185,42786829,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Flushing,Queens,11367,40.71938905,-73.81931096,2019,May,5,27,2019-05-27,2021,July,7,16,2021-07-16,NY
186,45240747,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,College_Point,Queens,11356,40.77948067,-73.84424993,2019,December,12,24,2019-12-24,2020,February,2,11,2020-02-11,NY
187,42798831,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Staten_Island,Staten_Island,10314,40.61642929,-74.13249009,2019,May,5,28,2019-05-28,2019,November,11,7,2019-11-07,NY
188,44066358,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Queens_Village,Queens,11427,40.72221404,-73.75699893,2019,October,10,17,2019-10-17,2019,October,10,17,2019-10-17,NY
189,44066361,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Ridgewood,Queens,11385,40.71091377,-73.86125866,2019,October,10,17,2019-10-17,2019,October,10,20,2019-10-20,NY
190,44066366,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11203,40.64380334,-73.93991306,2019,October,10,17,2019-10-17,2020,December,12,9,2020-12-09,NY
191,42819783,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11213,40.66747498,-73.93125849,2019,May,5,30,2019-05-30,2019,July,7,4,2019-07-04,NY
192,45242546,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Bronx,Bronx,10462,40.8551972,-73.86195901,2019,December,12,25,2019-12-25,2019,December,12,26,2019-12-26,NY
193,42823952,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Bronx,Bronx,10460,40.83715184,-73.8699976,2019,May,5,31,2019-05-31,2019,July,7,19,2019-07-19,NY
194,42831836,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11226,40.64235753,-73.95321067,2019,June,6,1,2019-06-01,2019,November,11,15,2019-11-15,NY
195,42832502,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11222,40.72219802,-73.94807865,2019,May,5,31,2019-05-31,2019,November,11,29,2019-11-29,NY
196,42844418,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11236,40.62894629,-73.90095336,2019,June,6,2,2019-06-02,2019,July,7,17,2019-07-17,NY
197,17593108,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11204,40.6268438,-73.98157682,2010,July,7,7,2010-07-07,2010,July,7,22,2010-07-22,NY
198,17593526,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11234,40.62441958,-73.91031903,2010,July,7,7,2010-07-07,2010,July,7,8,2010-07-08,NY
199,17593572,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Springfield_Gardens,Queens,11413,40.67920188,-73.73877202,2010,July,7,7,2010-07-07,2010,October,10,4,2010-10-04,NY
200,17593589,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,New_York,Manhattan,10075,40.7716504,-73.95515967,2010,July,7,7,2010-07-07,2010,July,7,19,2010-07-19,NY
201,17593611,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11207,40.67236822,-73.88834721,2010,July,7,7,2010-07-07,2010,July,7,20,2010-07-20,NY
202,17593708,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Bayside,Queens,11361,40.76147931,-73.77670593,2010,July,7,7,2010-07-07,2010,July,7,7,2010-07-07,NY
203,42872392,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11236,40.64881259,-73.90362303,2019,June,6,4,2019-06-04,2019,September,9,12,2019-09-12,NY
204,17593775,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,East_Elmhurst,Queens,11369,40.76070756,-73.86222342,2010,July,7,7,2010-07-07,2010,July,7,9,2010-07-09,NY
205,17593801,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11230,40.62156738,-73.96557364,2010,July,7,7,2010-07-07,2010,July,7,27,2010-07-27,NY
206,17593990,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Bayside,Queens,11361,40.76149565,-73.7766409,2010,July,7,7,2010-07-07,2010,July,7,14,2010-07-14,NY
207,17594122,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Jamaica,Queens,11434,40.682579,-73.7799519,2010,July,7,7,2010-07-07,2010,July,7,7,2010-07-07,NY
208,17594130,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11234,40.62441958,-73.91031903,2010,July,7,7,2010-07-07,2010,July,7,26,2010-07-26,NY
209,17594345,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Bellerose,Queens,11426,40.73688923,-73.71799203,2010,July,7,7,2010-07-07,2010,July,7,21,2010-07-21,NY
210,45261296,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11223,40.59442009,-73.97095275,2019,December,12,28,2019-12-28,2020,March,3,9,2020-03-09,NY
211,17594457,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11219,40.6337234,-73.99145039,2010,July,7,7,2010-07-07,2010,July,7,22,2010-07-22,NY
212,17594507,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11210,40.63518385,-73.93829228,2010,July,7,7,2010-07-07,2010,July,7,7,2010-07-07,NY
213,45314634,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11223,40.59693404,-73.9833279,2020,January,1,5,2020-01-05,2020,February,2,9,2020-02-09,NY
214,17596286,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11215,40.67039876,-73.98703335,2010,July,7,7,2010-07-07,2010,July,7,16,2010-07-16,NY
215,17596332,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11229,40.61318012,-73.94627612,2010,July,7,7,2010-07-07,2010,July,7,19,2010-07-19,NY
216,45262591,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,New_York,Manhattan,10011,40.74524913,-73.99634779,2019,December,12,28,2019-12-28,2020,February,2,28,2020-02-28,NY
217,39465943,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Little_Neck,Queens,11362,40.76185908,-73.74050182,2018,June,6,14,2018-06-14,2019,June,6,13,2019-06-13,NY
218,39491957,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Corona,Queens,11368,40.74180836,-73.85208952,2018,June,6,17,2018-06-17,2019,September,9,20,2019-09-20,NY
219,39521460,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11209,40.62953489,-74.03641913,2018,June,6,20,2018-06-20,2020,April,4,3,2020-04-03,NY
220,39524092,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Staten_Island,Staten_Island,10306,40.5777943,-74.10811082,2018,June,6,21,2018-06-21,2019,July,7,31,2019-07-31,NY
221,39563966,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11234,40.62683939,-73.91998489,2018,June,6,25,2018-06-25,2019,July,7,25,2019-07-25,NY
222,39565259,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Bronx,Bronx,10455,40.81790304,-73.91021004,2018,June,6,25,2018-06-25,2019,June,6,20,2019-06-20,NY
223,39573103,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Staten_Island,Staten_Island,10306,40.5756082,-74.1064946,2018,June,6,26,2018-06-26,2019,July,7,23,2019-07-23,NY
224,39578711,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Oakland_Gardens,Queens,11364,40.7442869,-73.75032864,2018,June,6,27,2018-06-27,2020,March,3,26,2020-03-26,NY
225,39739939,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Bronx,Bronx,10466,40.88944118,-73.83950031,2018,July,7,15,2018-07-15,2020,January,1,3,2020-01-03,NY
226,17604276,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11209,40.6285118,-74.02304936,2010,July,7,8,2010-07-08,2010,July,7,21,2010-07-21,NY
227,39747357,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Staten_Island,Staten_Island,10306,40.57785103,-74.10906488,2018,July,7,16,2018-07-16,2019,August,8,20,2019-08-20,NY
228,43173032,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Flushing,Queens,11367,40.72702297,-73.8233167,2019,June,6,30,2019-06-30,2019,July,7,2,2019-07-02,NY
229,43173033,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11209,40.62809062,-74.03798546,2019,June,6,30,2019-06-30,2019,July,7,2,2019-07-02,NY
230,17605835,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Ozone_Park,Queens,11417,40.6782507,-73.84593206,2010,July,7,8,2010-07-08,2010,July,7,16,2010-07-16,NY
231,17606001,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11215,40.66596532,-73.98234101,2010,July,7,8,2010-07-08,2010,July,7,26,2010-07-26,NY
232,39763439,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Staten_Island,Staten_Island,10314,40.61838914,-74.13003018,2018,July,7,17,2018-07-17,2019,July,7,26,2019-07-26,NY
233,39767231,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Elmhurst,Queens,11373,40.74426981,-73.89092253,2018,July,7,18,2018-07-18,2019,October,10,2,2019-10-02,NY
234,17607062,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11207,40.67271674,-73.89408215,2010,July,7,8,2010-07-08,2010,July,7,16,2010-07-16,NY
235,17607171,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Bayside,Queens,11361,40.76170194,-73.76851454,2010,July,7,8,2010-07-08,2010,August,8,6,2010-08-06,NY
236,17607410,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11238,40.68406564,-73.95625698,2010,July,7,8,2010-07-08,2010,July,7,19,2010-07-19,NY
237,17607421,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Queens_Village,Queens,11428,40.72381721,-73.73952433,2010,July,7,8,2010-07-08,2010,July,7,8,2010-07-08,NY
238,39999888,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Flushing,Queens,11367,40.74078504,-73.82321525,2018,August,8,13,2018-08-13,2019,October,10,2,2019-10-02,NY
239,45263838,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Ozone_Park,Queens,11417,40.67486096,-73.85441187,2019,December,12,28,2019-12-28,2020,April,4,29,2020-04-29,NY
240,45263842,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Woodside,Queens,11377,40.75444692,-73.90600399,2019,December,12,28,2019-12-28,2020,January,1,8,2020-01-08,NY
241,40516705,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Ridgewood,Queens,11385,40.69999352,-73.89934031,2018,October,10,11,2018-10-11,2019,June,6,14,2019-06-14,NY
242,41603969,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Jamaica,Queens,11433,40.68843284,-73.79437035,2019,February,2,4,2019-02-04,2019,July,7,12,2019-07-12,NY
243,41713595,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Richmond_Hill,Queens,11418,40.70127981,-73.83631794,2019,February,2,15,2019-02-15,2019,June,6,11,2019-06-11,NY
244,41859274,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Cambria_Heights,Queens,11411,40.69116823,-73.73005273,2019,March,3,2,2019-03-02,2019,June,6,14,2019-06-14,NY
245,42008586,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Staten_Island,Staten_Island,10305,40.61468908,-74.06561478,2019,March,3,20,2019-03-20,2019,June,6,12,2019-06-12,NY
246,42136268,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,In Progress,Brooklyn,Brooklyn,11223,40.6058428,-73.97824415,2019,April,4,4,2019-04-04,2019,June,6,21,2019-06-21,NY
247,39780210,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11230,40.62835464,-73.97367234,2018,July,7,19,2018-07-19,2019,October,10,16,2019-10-16,NY
248,45263960,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Bayside,Queens,11361,40.76485316,-73.78273411,2019,December,12,28,2019-12-28,2020,April,4,9,2020-04-09,NY
249,42285677,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Jamaica,Queens,11433,40.6929478,-73.78672235,2019,April,4,22,2019-04-22,2019,September,9,5,2019-09-05,NY
250,43173157,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11228,40.60389476,-74.01730766,2019,June,6,29,2019-06-29,2019,July,7,1,2019-07-01,NY
251,42641687,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Oakland_Gardens,Queens,11364,40.74853973,-73.74961614,2019,May,5,10,2019-05-10,2019,June,6,17,2019-06-17,NY
252,42695575,DPR,Department_of_Parks_and_Recreation,Damaged_Tree,Closed,Brooklyn,Brooklyn,11225,40.65888271,-73.95044906,2019,May,5,17,2019-05-17,2019,June,6,17,2019-06-17,NY
